Unnamed: 0,GeneNames,value1,value2,log2FC,p-value
8211,LOC_Os03g10820.1,2,1,1.0,0.589760571
8212,LOC_Os03g43990.2,2,1,1.0,0.589760571
8213,LOC_Os09g36240.1,2,1,1.0,0.589760571
8214,LOC_Os08g39980.1,2,1,1.0,0.589760571
8215,LOC_Os02g48780.1,2,1,1.0,0.589760571
8216,LOC_Os08g10740.1,2,1,1.0,0.589760571
8217,LOC_Os02g27440.3,2,1,1.0,0.589760571
8218,LOC_Os06g37080.1,2,1,1.0,0.589760571
8219,LOC_Os03g44430.1,2,1,1.0,0.589760571
8220,LOC_Os10g33210.1,2,1,1.0,0.589760571
8221,LOC_Os03g50120.1,2,1,1.0,0.589760571
8222,LOC_Os04g39170.2,2,1,1.0,0.589760571
8223,LOC_Os02g47900.1,2,1,1.0,0.589760571
8224,LOC_Os03g17050.1,2,1,1.0,0.589760571
8225,LOC_Os02g09400.1,2,1,1.0,0.589760571
8226,LOC_Os04g58720.1,2,1,1.0,0.589760571
8227,LOC_Os01g40720.1,2,1,1.0,0.589760571
8228,LOC_Os10g32060.1,2,1,1.0,0.589760571
8229,LOC_Os09g30478.1,2,1,1.0,0.589760571
8230,LOC_Os08g04300.1,2,1,1.0,0.589760571
8231,LOC_Os03g12680.1,2,1,1.0,0.589760571
8232,LOC_Os02g37920.1,2,1,1.0,0.589760571
8233,LOC_Os03g02680.3,2,1,1.0,0.589760571
8234,LOC_Os07g48370.1,2,1,1.0,0.589760571
8235,LOC_Os05g05300.1,2,1,1.0,0.589760571
8236,LOC_Os10g01380.1,2,1,1.0,0.589760571
8237,LOC_Os07g42354.1,2,1,1.0,0.589760571
8238,LOC_Os05g23940.1,2,1,1.0,0.589760571
8239,LOC_Os01g66720.1,2,1,1.0,0.589760571
8240,LOC_Os05g48600.1,2,1,1.0,0.589760571
8241,LOC_Os03g44300.1,2,1,1.0,0.589760571
8242,LOC_Os05g45090.1,2,1,1.0,0.589760571
8243,LOC_Os02g18870.1,2,1,1.0,0.589760571
8244,LOC_Os09g37720.1,2,1,1.0,0.589760571
8245,LOC_Os12g43890.1,2,1,1.0,0.589760571
8246,LOC_Os12g06560.1,2,1,1.0,0.589760571
8247,LOC_Os02g36924.1,2,1,1.0,0.589760571
8248,LOC_Os03g13450.2,2,1,1.0,0.589760571
8249,LOC_Os03g58930.1,2,1,1.0,0.589760571
8250,LOC_Os09g36530.2,2,1,1.0,0.589760571
8251,LOC_Os01g28500.1,2,1,1.0,0.589760571
8252,LOC_Os05g25880.1,2,1,1.0,0.589760571
8253,LOC_Os05g48010.1,2,1,1.0,0.589760571
8254,LOC_Os02g36520.1,2,1,1.0,0.589760571
8255,LOC_Os01g47420.1,2,1,1.0,0.589760571
8256,LOC_Os05g44070.1,2,1,1.0,0.589760571
8257,LOC_Os11g04104.3,2,1,1.0,0.589760571
8258,LOC_Os01g67960.1,2,1,1.0,0.589760571
8259,LOC_Os01g67100.1,2,1,1.0,0.589760571
8260,LOC_Os03g52760.1,2,1,1.0,0.589760571
8261,LOC_Os09g27660.1,2,1,1.0,0.589760571
8262,LOC_Os02g41710.1,2,1,1.0,0.589760571
8263,LOC_Os06g29220.1,2,1,1.0,0.589760571
8264,LOC_Os09g02130.1,2,1,1.0,0.589760571
8265,LOC_Os02g18480.1,2,1,1.0,0.589760571
8266,LOC_Os01g72260.1,2,1,1.0,0.589760571
8267,LOC_Os03g49630.1,2,1,1.0,0.589760571
8268,LOC_Os01g69070.1,2,1,1.0,0.589760571
8269,LOC_Os09g39970.1,2,1,1.0,0.589760571
8270,LOC_Os06g45640.1,2,1,1.0,0.589760571
8271,LOC_Os10g37160.1,2,1,1.0,0.589760571
8272,LOC_Os09g07670.1,2,1,1.0,0.589760571
8273,LOC_Os01g07720.4,2,1,1.0,0.589760571
8274,LOC_Os01g32280.1,2,1,1.0,0.589760571
8275,LOC_Os01g44069.1,2,1,1.0,0.589760571
8276,LOC_Os12g05640.1,2,1,1.0,0.589760571
8277,LOC_Os08g12890.1,2,1,1.0,0.589760571
8278,LOC_Os11g06690.1,2,1,1.0,0.589760571
8279,LOC_Os07g46330.1,2,1,1.0,0.589760571
8280,LOC_Os07g27810.1,2,1,1.0,0.589760571
8281,LOC_Os01g63990.6,2,1,1.0,0.589760571
8282,LOC_Os05g49160.1,2,1,1.0,0.589760571
8283,LOC_Os09g23740.1,2,1,1.0,0.589760571
8284,LOC_Os03g03290.1,2,1,1.0,0.589760571
8285,LOC_Os10g24900.1,2,1,1.0,0.589760571
8286,LOC_Os05g46570.1,2,1,1.0,0.589760571
8287,LOC_Os04g50060.2,2,1,1.0,0.589760571
8288,LOC_Os10g34660.1,2,1,1.0,0.589760571
8289,LOC_Os07g31140.1,2,1,1.0,0.589760571
8290,LOC_Os09g04550.1,2,1,1.0,0.589760571
8291,LOC_Os01g58640.1,2,1,1.0,0.589760571
8292,LOC_Os05g03610.1,2,1,1.0,0.589760571
8293,LOC_Os03g08390.1,2,1,1.0,0.589760571
8294,LOC_Os10g33630.1,2,1,1.0,0.589760571
8295,LOC_Os03g63240.1,2,1,1.0,0.589760571
8296,LOC_Os08g19170.1,2,1,1.0,0.589760571
8297,LOC_Os03g08020.1,2,1,1.0,0.589760571
8298,LOC_Os10g28200.2,2,1,1.0,0.589760571
8299,LOC_Os01g66940.1,2,1,1.0,0.589760571
8300,LOC_Os01g43520.1,2,1,1.0,0.589760571
8301,LOC_Os05g51530.1,2,1,1.0,0.589760571
8302,LOC_Os09g30418.1,2,1,1.0,0.589760571
8303,LOC_Os03g52840.2,2,1,1.0,0.589760571
8304,LOC_Os04g55230.1,2,1,1.0,0.589760571
8305,LOC_Os02g57710.1,2,1,1.0,0.589760571
8306,LOC_Os01g22336.1,2,1,1.0,0.589760571
8307,LOC_Os03g05980.2,2,1,1.0,0.589760571
8308,LOC_Os01g72880.1,2,1,1.0,0.589760571
8309,LOC_Os07g04240.1,2,1,1.0,0.589760571
8310,LOC_Os03g22730.1,2,1,1.0,0.589760571
8311,LOC_Os02g32490.2,2,1,1.0,0.589760571
8312,LOC_Os02g26650.3,2,1,1.0,0.589760571
8313,LOC_Os04g44060.1,2,1,1.0,0.589760571
8314,LOC_Os01g40470.1,2,1,1.0,0.589760571
8315,LOC_Os01g65080.1,2,1,1.0,0.589760571
8316,LOC_Os07g01760.1,2,1,1.0,0.589760571
8317,LOC_Os09g32650.1,2,1,1.0,0.589760571
8318,LOC_Os12g24080.1,2,1,1.0,0.589760571
8319,LOC_Os01g65320.1,2,1,1.0,0.589760571
8320,LOC_Os05g26180.1,2,1,1.0,0.589760571
8321,LOC_Os08g15306.1,2,1,1.0,0.589760571
8322,LOC_Os06g50380.2,2,1,1.0,0.589760571
8323,LOC_Os01g51410.2,2,1,1.0,0.589760571
8324,LOC_Os06g45500.1,2,1,1.0,0.589760571
8325,LOC_Os12g05900.2,2,1,1.0,0.589760571
8326,LOC_Os05g31290.1,2,1,1.0,0.589760571
8327,LOC_Os09g25090.1,2,1,1.0,0.589760571
8328,LOC_Os01g53680.1,2,1,1.0,0.589760571
8329,LOC_Os05g36910.1,2,1,1.0,0.589760571
8330,LOC_Os02g11830.2,2,1,1.0,0.589760571
8331,LOC_Os06g45840.1,2,1,1.0,0.589760571
8332,LOC_Os12g32992.1,2,1,1.0,0.589760571
8333,LOC_Os02g51620.1,2,1,1.0,0.589760571
8334,LOC_Os09g07500.2,2,1,1.0,0.589760571
8335,LOC_Os09g36220.1,2,1,1.0,0.589760571
8336,LOC_Os10g30610.1,2,1,1.0,0.589760571
8337,LOC_Os02g35630.1,2,1,1.0,0.589760571
8338,LOC_Os03g52660.1,2,1,1.0,0.589760571
8339,LOC_Os03g51080.1,2,1,1.0,0.589760571
8340,LOC_Os09g24260.1,2,1,1.0,0.589760571
8341,LOC_Os06g12310.1,2,1,1.0,0.589760571
8342,LOC_Os01g40070.1,2,1,1.0,0.589760571
8343,LOC_Os12g40560.1,2,1,1.0,0.589760571
8344,LOC_Os10g35550.1,2,1,1.0,0.589760571
8345,LOC_Os01g20860.1,2,1,1.0,0.589760571
8346,LOC_Os08g31580.1,2,1,1.0,0.589760571
8347,LOC_Os01g25484.1,2,1,1.0,0.589760571
8348,LOC_Os02g51780.1,2,1,1.0,0.589760571
8349,LOC_Os08g36500.1,2,1,1.0,0.589760571
8350,LOC_Os02g41860.1,2,1,1.0,0.589760571
8351,LOC_Os03g20949.1,2,1,1.0,0.589760571
8352,LOC_Os09g35790.3,2,1,1.0,0.589760571
8353,LOC_Os09g03420.1,2,1,1.0,0.589760571
8354,LOC_Os08g12300.1,2,1,1.0,0.589760571
8355,LOC_Os01g40620.2,2,1,1.0,0.589760571
8356,LOC_Os01g27550.1,2,1,1.0,0.589760571
8357,LOC_Os12g33950.1,2,1,1.0,0.589760571
8358,LOC_Os11g03820.1,2,1,1.0,0.589760571
8359,LOC_Os06g46434.1,2,1,1.0,0.589760571
8360,LOC_Os01g18744.1,2,1,1.0,0.589760571
8361,LOC_Os02g28020.1,2,1,1.0,0.589760571
8362,LOC_Os12g07140.1,35,34,0.041820176,0.333881894
8363,LOC_Os09g26420.5,35,34,0.041820176,0.333881894
8364,LOC_Os02g11760.1,11,18,-0.710493383,0.5762610189999999
8365,LOC_Os04g33830.1,11,18,-0.710493383,0.5762610189999999
8366,LOC_Os09g03620.1,11,18,-0.710493383,0.5762610189999999
8367,LOC_Os03g22380.1,11,18,-0.710493383,0.5762610189999999
8368,LOC_Os01g72980.1,11,18,-0.710493383,0.5762610189999999
8369,LOC_Os04g53690.2,11,18,-0.710493383,0.5762610189999999
8370,LOC_Os03g57300.2,14,25,-0.836501268,0.334260306
8371,LOC_Os07g19530.1,14,25,-0.836501268,0.334260306
8372,LOC_Os02g33610.2,39,42,-0.106915204,0.576733403
8373,LOC_Os08g02640.4,26,24,0.115477217,0.321146687
8374,LOC_Os03g38020.1,26,24,0.115477217,0.321146687
8375,LOC_Os08g22354.2,26,24,0.115477217,0.321146687
8376,LOC_Os10g32880.1,29,31,-0.096215315,0.604624797
8377,LOC_Os01g35050.1,29,31,-0.096215315,0.604624797
8378,LOC_Os03g15900.2,29,31,-0.096215315,0.604624797
8379,LOC_Os06g24704.1,29,31,-0.096215315,0.604624797
8380,LOC_Os09g29810.1,8,7,0.192645078,0.606134926
8381,LOC_Os01g01510.2,8,7,0.192645078,0.606134926
8382,LOC_Os04g59570.1,8,7,0.192645078,0.606134926
8383,LOC_Os10g32960.1,8,7,0.192645078,0.606134926
8384,LOC_Os10g21192.1,8,7,0.192645078,0.606134926
8385,LOC_Os05g03820.3,8,7,0.192645078,0.606134926
8386,LOC_Os09g32740.1,8,7,0.192645078,0.606134926
8387,LOC_Os01g73410.1,8,7,0.192645078,0.606134926
8388,LOC_Os12g04520.1,8,7,0.192645078,0.606134926
8389,LOC_Os05g41480.1,8,7,0.192645078,0.606134926
8390,LOC_Os01g67134.1,8,7,0.192645078,0.606134926
8391,LOC_Os02g03450.1,8,7,0.192645078,0.606134926
8392,LOC_Os08g40550.1,8,7,0.192645078,0.606134926
8393,LOC_Os06g48700.1,8,7,0.192645078,0.606134926
8394,LOC_Os04g32270.1,8,7,0.192645078,0.606134926
8395,LOC_Os08g13930.2,8,7,0.192645078,0.606134926
8396,LOC_Os10g38850.1,8,7,0.192645078,0.606134926
8397,LOC_Os04g23820.1,8,7,0.192645078,0.606134926
8398,LOC_Os10g30100.1,8,7,0.192645078,0.606134926
8399,LOC_Os03g46340.1,8,7,0.192645078,0.606134926
8400,LOC_Os02g36340.2,8,7,0.192645078,0.606134926
8401,LOC_Os02g39830.1,8,7,0.192645078,0.606134926
8402,LOC_Os03g12470.1,8,7,0.192645078,0.606134926
8403,LOC_Os08g31810.2,8,7,0.192645078,0.606134926
8404,LOC_Os12g10900.1,8,7,0.192645078,0.606134926
8405,LOC_Os01g45190.1,44,44,0.0,0.335391335
8406,LOC_Os08g13690.1,56,62,-0.14684138800000002,0.57883791
8407,LOC_Os07g44710.1,21,31,-0.561878888,0.578788784
8408,LOC_Os08g33830.2,21,31,-0.561878888,0.578788784
8409,LOC_Os01g67860.1,45,50,-0.152003093,0.607243546
8410,LOC_Os12g40520.1,17,17,0.0,0.605885942
8411,LOC_Os03g12450.1,17,17,0.0,0.605885942
8412,LOC_Os10g42100.1,17,17,0.0,0.605885942
8413,LOC_Os08g37610.1,17,17,0.0,0.605885942
8414,LOC_Os04g52000.1,17,17,0.0,0.605885942
8415,LOC_Os12g14070.1,64,93,-0.539158811,0.336337602
8416,LOC_Os08g41460.8,51,52,-0.028014376,0.323781588
8417,LOC_Os02g50270.1,26,27,-0.054447784000000006,0.58115405
8418,LOC_Os04g58110.1,26,27,-0.054447784000000006,0.58115405
8419,LOC_Os05g43252.2,7,6,0.222392421,0.582502865
8420,LOC_Os01g41640.1,7,6,0.222392421,0.582502865
8421,LOC_Os06g14406.1,7,6,0.222392421,0.582502865
8422,LOC_Os08g07400.1,7,6,0.222392421,0.582502865
8423,LOC_Os07g11000.1,7,6,0.222392421,0.582502865
8424,LOC_Os03g13810.1,7,6,0.222392421,0.582502865
8425,LOC_Os11g38800.1,7,6,0.222392421,0.582502865
8426,LOC_Os01g70520.1,7,6,0.222392421,0.582502865
8427,LOC_Os01g38530.1,7,6,0.222392421,0.582502865
8428,LOC_Os02g45650.1,7,6,0.222392421,0.582502865
8429,LOC_Os06g08005.1,7,6,0.222392421,0.582502865
8430,LOC_Os09g06499.2,7,6,0.222392421,0.582502865
8431,LOC_Os07g40550.1,7,6,0.222392421,0.582502865
8432,LOC_Os09g38340.3,7,6,0.222392421,0.582502865
8433,LOC_Os05g41240.1,7,6,0.222392421,0.582502865
8434,LOC_Os12g31640.2,7,6,0.222392421,0.582502865
8435,LOC_Os10g40740.1,7,6,0.222392421,0.582502865
8436,LOC_Os06g03676.1,7,6,0.222392421,0.582502865
8437,LOC_Os01g56490.1,7,6,0.222392421,0.582502865
8438,LOC_Os02g47350.1,7,6,0.222392421,0.582502865
8439,LOC_Os08g17370.1,7,6,0.222392421,0.582502865
8440,LOC_Os04g41260.1,7,6,0.222392421,0.582502865
8441,LOC_Os07g44940.1,7,6,0.222392421,0.582502865
8442,LOC_Os10g40600.1,7,6,0.222392421,0.582502865
8443,LOC_Os02g47620.1,7,6,0.222392421,0.582502865
8444,LOC_Os01g64520.2,7,6,0.222392421,0.582502865
8445,LOC_Os11g04950.1,7,6,0.222392421,0.582502865
8446,LOC_Os03g42880.1,7,6,0.222392421,0.582502865
8447,LOC_Os04g56110.1,7,6,0.222392421,0.582502865
8448,LOC_Os02g05490.1,7,6,0.222392421,0.582502865
8449,LOC_Os07g31400.1,7,6,0.222392421,0.582502865
8450,LOC_Os03g13100.1,7,6,0.222392421,0.582502865
8451,LOC_Os05g06690.1,7,6,0.222392421,0.582502865
8452,LOC_Os09g02284.1,7,6,0.222392421,0.582502865
8453,LOC_Os04g54870.2,7,6,0.222392421,0.582502865
8454,LOC_Os06g39640.1,7,6,0.222392421,0.582502865
8455,LOC_Os09g29470.3,7,6,0.222392421,0.582502865
8456,LOC_Os07g26920.1,7,6,0.222392421,0.582502865
8457,LOC_Os06g19390.1,7,6,0.222392421,0.582502865
8458,LOC_Os01g35184.2,7,6,0.222392421,0.582502865
8459,LOC_Os06g05680.1,7,6,0.222392421,0.582502865
8460,LOC_Os02g13530.1,5,11,-1.137503524,0.323708633
8461,LOC_Os04g30880.1,5,11,-1.137503524,0.323708633
8462,LOC_Os02g14780.2,5,11,-1.137503524,0.323708633
8463,LOC_Os11g05540.1,5,11,-1.137503524,0.323708633
8464,LOC_Os05g05160.1,5,11,-1.137503524,0.323708633
8465,LOC_Os01g38950.1,5,11,-1.137503524,0.323708633
8466,LOC_Os09g38970.1,5,11,-1.137503524,0.323708633
8467,LOC_Os12g28270.2,5,11,-1.137503524,0.323708633
8468,LOC_Os01g01080.2,5,11,-1.137503524,0.323708633
8469,LOC_Os02g04440.2,5,11,-1.137503524,0.323708633
8470,LOC_Os03g21490.1,5,11,-1.137503524,0.323708633
8471,LOC_Os01g47450.1,5,11,-1.137503524,0.323708633
8472,LOC_Os02g07060.1,5,11,-1.137503524,0.323708633
8473,LOC_Os02g42540.1,5,11,-1.137503524,0.323708633
8474,LOC_Os10g30054.2,5,11,-1.137503524,0.323708633
8475,LOC_Os12g41250.1,5,11,-1.137503524,0.323708633
8476,LOC_Os08g37444.4,27,43,-0.671377253,0.337178068
8477,LOC_Os02g18090.1,3,1,1.584962501,0.330834119
8478,LOC_Os04g32930.1,3,1,1.584962501,0.330834119
8479,LOC_Os05g01940.1,3,1,1.584962501,0.330834119
8480,LOC_Os04g37720.1,3,1,1.584962501,0.330834119
8481,LOC_Os10g38150.1,3,1,1.584962501,0.330834119
8482,LOC_Os04g44420.1,3,1,1.584962501,0.330834119
8483,LOC_Os01g24480.1,3,1,1.584962501,0.330834119
8484,LOC_Os08g03579.2,3,1,1.584962501,0.330834119
8485,LOC_Os05g46340.1,3,1,1.584962501,0.330834119
8486,LOC_Os07g42632.3,3,1,1.584962501,0.330834119
8487,LOC_Os04g20880.1,3,1,1.584962501,0.330834119
8488,LOC_Os02g37090.1,3,1,1.584962501,0.330834119
8489,LOC_Os10g43060.1,3,1,1.584962501,0.330834119
8490,LOC_Os08g31940.1,3,1,1.584962501,0.330834119
8491,LOC_Os04g40900.1,3,1,1.584962501,0.330834119
8492,LOC_Os01g02100.4,3,1,1.584962501,0.330834119
8493,LOC_Os12g01530.3,3,1,1.584962501,0.330834119
8494,LOC_Os12g31490.1,3,1,1.584962501,0.330834119
8495,LOC_Os04g38970.1,3,1,1.584962501,0.330834119
8496,LOC_Os04g10420.1,3,1,1.584962501,0.330834119
8497,LOC_Os03g42010.2,3,1,1.584962501,0.330834119
8498,LOC_Os02g52990.1,3,1,1.584962501,0.330834119
8499,LOC_Os03g37330.1,3,1,1.584962501,0.330834119
8500,LOC_Os05g45850.1,3,1,1.584962501,0.330834119
8501,LOC_Os09g31025.1,3,1,1.584962501,0.330834119
8502,LOC_Os01g61760.3,3,1,1.584962501,0.330834119
8503,LOC_Os09g27050.1,3,1,1.584962501,0.330834119
8504,LOC_Os02g37430.1,3,1,1.584962501,0.330834119
8505,LOC_Os06g19640.1,3,1,1.584962501,0.330834119
8506,LOC_Os09g16330.2,3,1,1.584962501,0.330834119
8507,LOC_Os03g44670.1,3,1,1.584962501,0.330834119
8508,LOC_Os12g02094.1,3,1,1.584962501,0.330834119
8509,LOC_Os02g55130.5,3,1,1.584962501,0.330834119
8510,LOC_Os04g51960.1,3,1,1.584962501,0.330834119
8511,LOC_Os06g26270.1,3,1,1.584962501,0.330834119
8512,LOC_Os08g33720.1,3,1,1.584962501,0.330834119
8513,LOC_Os04g32550.1,3,1,1.584962501,0.330834119
8514,LOC_Os06g16290.1,3,1,1.584962501,0.330834119
8515,LOC_Os07g41630.1,3,1,1.584962501,0.330834119
8516,LOC_Os10g40570.1,3,1,1.584962501,0.330834119
8517,LOC_Os03g27800.1,3,1,1.584962501,0.330834119
8518,LOC_Os07g38090.2,3,1,1.584962501,0.330834119
8519,LOC_Os09g32560.1,3,1,1.584962501,0.330834119
8520,LOC_Os02g44770.1,3,1,1.584962501,0.330834119
8521,LOC_Os05g22730.1,3,1,1.584962501,0.330834119
8522,LOC_Os09g35910.1,3,1,1.584962501,0.330834119
8523,LOC_Os05g48260.1,3,1,1.584962501,0.330834119
8524,LOC_Os01g42980.2,3,1,1.584962501,0.330834119
8525,LOC_Os04g42480.1,3,1,1.584962501,0.330834119
8526,LOC_Os04g58190.2,3,1,1.584962501,0.330834119
8527,LOC_Os02g47000.1,3,1,1.584962501,0.330834119
8528,LOC_Os04g39560.3,3,1,1.584962501,0.330834119
8529,LOC_Os08g29590.1,3,1,1.584962501,0.330834119
8530,LOC_Os02g06540.1,3,1,1.584962501,0.330834119
8531,LOC_Os03g57880.3,3,1,1.584962501,0.330834119
8532,LOC_Os04g33510.2,3,1,1.584962501,0.330834119
8533,LOC_Os03g18550.2,3,1,1.584962501,0.330834119
8534,LOC_Os02g13770.1,3,1,1.584962501,0.330834119
8535,LOC_Os07g33330.1,3,1,1.584962501,0.330834119
8536,LOC_Os02g04750.3,3,1,1.584962501,0.330834119
8537,LOC_Os10g41450.1,3,1,1.584962501,0.330834119
8538,LOC_Os09g06910.1,3,1,1.584962501,0.330834119
8539,LOC_Os10g35770.1,3,1,1.584962501,0.330834119
8540,LOC_Os09g25370.1,3,1,1.584962501,0.330834119
8541,LOC_Os08g42720.1,3,1,1.584962501,0.330834119
8542,LOC_Os10g08230.1,3,1,1.584962501,0.330834119
8543,LOC_Os04g57780.1,3,1,1.584962501,0.330834119
8544,LOC_Os02g26550.3,3,1,1.584962501,0.330834119
8545,LOC_Os01g56360.1,3,1,1.584962501,0.330834119
8546,LOC_Os04g52560.1,3,1,1.584962501,0.330834119
8547,LOC_Os01g08020.1,3,1,1.584962501,0.330834119
8548,LOC_Os03g10850.2,3,1,1.584962501,0.330834119
8549,LOC_Os03g38960.1,3,1,1.584962501,0.330834119
8550,LOC_Os07g39350.1,3,1,1.584962501,0.330834119
8551,LOC_Os01g47630.2,3,1,1.584962501,0.330834119
8552,LOC_Os02g53110.2,3,1,1.584962501,0.330834119
8553,LOC_Os09g32968.2,3,1,1.584962501,0.330834119
8554,LOC_Os04g49550.1,3,1,1.584962501,0.330834119
8555,LOC_Os03g52160.1,3,1,1.584962501,0.330834119
8556,LOC_Os03g15430.2,3,1,1.584962501,0.330834119
8557,LOC_Os01g53079.1,3,1,1.584962501,0.330834119
8558,LOC_Os07g01320.1,3,1,1.584962501,0.330834119
8559,LOC_Os06g41590.3,3,1,1.584962501,0.330834119
8560,LOC_Os08g40100.1,3,1,1.584962501,0.330834119
8561,LOC_Os02g10050.1,3,1,1.584962501,0.330834119
8562,LOC_Os08g07870.1,3,1,1.584962501,0.330834119
8563,LOC_Os02g08350.1,3,1,1.584962501,0.330834119
8564,LOC_Os05g43440.1,3,1,1.584962501,0.330834119
8565,LOC_Os01g66360.1,3,1,1.584962501,0.330834119
8566,LOC_Os11g13990.1,3,1,1.584962501,0.330834119
8567,LOC_Os10g09850.1,3,1,1.584962501,0.330834119
8568,LOC_Os06g29790.1,3,1,1.584962501,0.330834119
8569,LOC_Os12g39340.1,3,1,1.584962501,0.330834119
8570,LOC_Os01g46060.1,3,1,1.584962501,0.330834119
8571,LOC_Os03g01360.4,3,1,1.584962501,0.330834119
8572,LOC_Os03g53520.1,3,1,1.584962501,0.330834119
8573,LOC_Os01g58220.2,3,1,1.584962501,0.330834119
8574,LOC_Os01g51890.1,3,1,1.584962501,0.330834119
8575,LOC_Os02g54760.1,3,1,1.584962501,0.330834119
8576,LOC_Os09g12650.1,3,1,1.584962501,0.330834119
8577,LOC_Os01g10040.1,3,1,1.584962501,0.330834119
8578,LOC_Os03g37070.1,3,1,1.584962501,0.330834119
8579,LOC_Os02g36870.1,3,1,1.584962501,0.330834119
8580,LOC_Os04g47906.2,3,1,1.584962501,0.330834119
8581,LOC_Os01g39810.3,3,1,1.584962501,0.330834119
8582,LOC_Os08g06550.1,3,1,1.584962501,0.330834119
8583,LOC_Os06g51420.1,3,1,1.584962501,0.330834119
8584,LOC_Os02g51330.2,3,1,1.584962501,0.330834119
8585,LOC_Os01g55110.1,3,1,1.584962501,0.330834119
8586,LOC_Os10g31900.1,3,1,1.584962501,0.330834119
8587,LOC_Os02g57780.2,3,1,1.584962501,0.330834119
8588,LOC_Os10g28080.1,3,1,1.584962501,0.330834119
8589,LOC_Os06g31220.1,3,1,1.584962501,0.330834119
8590,LOC_Os11g11180.1,3,1,1.584962501,0.330834119
8591,LOC_Os03g07820.1,3,1,1.584962501,0.330834119
8592,LOC_Os07g46315.1,3,1,1.584962501,0.330834119
8593,LOC_Os06g09930.1,3,1,1.584962501,0.330834119
8594,LOC_Os01g25610.1,3,1,1.584962501,0.330834119
8595,LOC_Os09g10940.1,3,1,1.584962501,0.330834119
8596,LOC_Os08g07850.1,3,1,1.584962501,0.330834119
8597,LOC_Os07g34650.1,3,1,1.584962501,0.330834119
8598,LOC_Os11g03734.1,3,1,1.584962501,0.330834119
8599,LOC_Os09g33690.1,3,1,1.584962501,0.330834119
8600,LOC_Os09g27950.1,3,1,1.584962501,0.330834119
8601,LOC_Os02g38970.1,3,1,1.584962501,0.330834119
8602,LOC_Os07g04550.1,3,1,1.584962501,0.330834119
8603,LOC_Os05g25070.1,3,1,1.584962501,0.330834119
8604,LOC_Os01g60170.1,3,1,1.584962501,0.330834119
8605,LOC_Os06g01640.1,3,1,1.584962501,0.330834119
8606,LOC_Os02g44104.1,3,1,1.584962501,0.330834119
8607,LOC_Os01g01307.1,3,1,1.584962501,0.330834119
8608,LOC_Os03g09180.1,3,1,1.584962501,0.330834119
8609,LOC_Os01g07540.1,3,1,1.584962501,0.330834119
8610,LOC_Os06g13215.1,3,1,1.584962501,0.330834119
8611,LOC_Os02g16600.1,3,1,1.584962501,0.330834119
8612,LOC_Os01g51920.1,3,1,1.584962501,0.330834119
8613,LOC_Os08g01660.1,3,1,1.584962501,0.330834119
8614,LOC_Os06g10440.1,3,1,1.584962501,0.330834119
8615,LOC_Os10g30870.1,3,1,1.584962501,0.330834119
8616,LOC_Os01g45460.1,3,1,1.584962501,0.330834119
8617,LOC_Os05g43470.1,3,1,1.584962501,0.330834119
8618,LOC_Os02g17720.1,3,1,1.584962501,0.330834119
8619,LOC_Os02g48470.1,3,1,1.584962501,0.330834119
8620,LOC_Os08g10760.1,3,1,1.584962501,0.330834119
8621,LOC_Os12g29560.1,3,1,1.584962501,0.330834119
8622,LOC_Os03g13820.1,3,1,1.584962501,0.330834119
8623,LOC_Os03g05710.1,3,1,1.584962501,0.330834119
8624,LOC_Os02g19804.1,3,1,1.584962501,0.330834119
8625,LOC_Os03g23935.1,3,1,1.584962501,0.330834119
8626,LOC_Os01g32300.1,3,1,1.584962501,0.330834119
8627,LOC_Os02g19170.1,3,1,1.584962501,0.330834119
8628,LOC_Os07g39590.1,3,1,1.584962501,0.330834119
8629,LOC_Os08g34160.1,3,1,1.584962501,0.330834119
8630,LOC_Os01g50200.1,3,1,1.584962501,0.330834119
8631,LOC_Os03g05690.1,3,1,1.584962501,0.330834119
8632,LOC_Os10g06630.1,3,1,1.584962501,0.330834119
8633,LOC_Os08g01890.1,3,1,1.584962501,0.330834119
8634,LOC_Os01g70010.1,3,1,1.584962501,0.330834119
8635,LOC_Os08g40180.1,3,1,1.584962501,0.330834119
8636,LOC_Os03g16570.3,3,1,1.584962501,0.330834119
8637,LOC_Os05g49920.1,3,1,1.584962501,0.330834119
8638,LOC_Os01g64100.1,3,1,1.584962501,0.330834119
8639,LOC_Os04g51166.1,3,1,1.584962501,0.330834119
8640,LOC_Os08g09190.1,3,1,1.584962501,0.330834119
8641,LOC_Os09g12790.1,3,1,1.584962501,0.330834119
8642,LOC_Os07g02540.1,3,1,1.584962501,0.330834119
8643,LOC_Os02g26470.1,3,1,1.584962501,0.330834119
8644,LOC_Os01g13730.1,3,1,1.584962501,0.330834119
8645,LOC_Os06g13600.1,3,1,1.584962501,0.330834119
8646,LOC_Os02g55970.2,3,1,1.584962501,0.330834119
8647,LOC_Os03g16334.1,3,1,1.584962501,0.330834119
8648,LOC_Os03g27350.3,3,1,1.584962501,0.330834119
8649,LOC_Os03g41070.1,3,1,1.584962501,0.330834119
8650,LOC_Os01g51860.1,3,1,1.584962501,0.330834119
8651,LOC_Os12g04510.1,3,1,1.584962501,0.330834119
8652,LOC_Os08g33082.1,3,1,1.584962501,0.330834119
8653,LOC_Os05g46330.1,3,1,1.584962501,0.330834119
8654,LOC_Os03g42840.1,3,1,1.584962501,0.330834119
